text|label
Znaszli ten gmach,   Gdzie wielkich sto podwoi,|mickiewicz
Gdzie kolumn rząd   I tłum posągów stoi,|mickiewicz
A wszystkie mnie   Witają twarzą białą:|mickiewicz
Pielgrzymie nasz,   Ach, co się z tobą stało!|mickiewicz
Znaszli ten kraj? –    Ach, tam, o moja miła!|mickiewicz
Tam był mi raj,   Pókiś ty ze mną była! |mickiewicz
Znaszli ten brzeg,   Gdzie po skalistych górach|mickiewicz
Strudzony muł   Swej drogi szuka w chmurach,|mickiewicz
Gdzie w głębi jam   Płomieniem wrą opoki,|mickiewicz
A z wierzchu skał   W kaskadach grzmią potoki;|mickiewicz
Znaszli ten kraj?   Ach, tu, o moja miła!|mickiewicz
Tu byłby raj,   Gdybyś ty ze mną była!|mickiewicz
Precz z moich oczu!... posłucham od razu, |mickiewicz
Precz z mego serca!... i serce posłucha, |mickiewicz
Precz z mej pamięci!... nie... tego rozkazu |mickiewicz
Moja i twoja pamięć nie posłucha.|mickiewicz
Jak cień tym dłuższy, gdy padnie z daleka,|mickiewicz
Tym szerzej koło żałobne roztoczy...|mickiewicz
Tak moja postać, im dalej ucieka,|mickiewicz
Tym grubszym kirem twą pamięć pomroczy.|mickiewicz
Na każdym miejscu i o każdej dobie,|mickiewicz
Gdziem z tobą płakał, gdziem się z tobą bawił, |mickiewicz
Wszędzie i zawsze będę ja przy tobie,|mickiewicz
Bom wszędzie cząstkę mej duszy zostawił.|mickiewicz
Czy zadumana w samotnej komorze|mickiewicz
Do arfy zbliżysz nieumyślną rękę,|mickiewicz
Przypomnisz sobie: właśnie o tej porze |mickiewicz
Śpiewałam jemu tę samę piosenkę.|mickiewicz
Czy grając w szachy, gdy pierwszymi ściegi |mickiewicz
Śmiertelna złowi króla twego matnia,|mickiewicz
Pomyślisz sobie: tak stały szeregi,|mickiewicz
Gdy się skończyła nasza gra ostatnia.|mickiewicz
Czy to na balu w chwilach odpoczynku |mickiewicz
Siędziesz, nim muzyk tańce zapowiedział, |mickiewicz
Obaczysz próżne miejsce przy kominku, |mickiewicz
Pomyślisz sobie: on tam ze mną siedział.|mickiewicz
Czy książkę weźmiesz, gdzie smutnym wyrokiem |mickiewicz
Stargane ujrzysz kochanków nadzieje,|mickiewicz
Złożywszy książkę z westchnieniem głębokiem |mickiewicz
Pomyślisz sobie: ach! to nasze dzieje...|mickiewicz
A jeśli autor po zawiłej probie |mickiewicz
Parę miłośną na ostatek złączył,|mickiewicz
Zagasisz świecę i pomyślisz sobie:|mickiewicz
Czemu nasz romans tak się nie zakończył?...|mickiewicz
O matko Polko! gdy u syna twego|mickiewicz
W źrenicach błyszczy genijuszu świetność,|mickiewicz
Jeśli mu patrzy z czoła dziecinnego|mickiewicz
Dawnych Polaków duma i szlachetność;|mickiewicz
Jeśli rzuciwszy rówienników grono|mickiewicz
Do starca bieży, co mu dumy pieje,|mickiewicz
Jeżeli słucha z głową pochyloną,|mickiewicz
Kiedy mu przodków powiadają dzieje:|mickiewicz
O matko Polko! źle się twój syn bawi!|mickiewicz
Klęknij przed Matki Boleśnej obrazem|mickiewicz
I na miecz patrzaj, co Jej serce krwawi:|mickiewicz
Takim wróg piersi twe przeszyje razem!|mickiewicz
Bo choć w pokoju zakwitnie świat cały,|mickiewicz
Choć się sprzymierzą rządy, ludy, zdania,|mickiewicz
Syn twój wyzwany do boju bez chwały|mickiewicz
I do męczeństwa... bez zmartwychpowstania.|mickiewicz
Każże mu wcześnie w jaskinią samotną|mickiewicz
Iść na dumanie... zalegać rohoże,|mickiewicz
Oddychać parą zgniłą i wilgotną|mickiewicz
I z jadowitym gadem dzielić łoże.|mickiewicz
Tam się nauczy pod ziemię kryć z gniewem|mickiewicz
I być jak otchłań w myśli niedościgły;|mickiewicz
Mową truć z cicha, jak zgniłym wyziewem,|mickiewicz
Postać mieć skromną jako wąż wystygły.|mickiewicz
Nasz Odkupiciel, dzieckiem w Nazarecie,|mickiewicz
Piastował krzyżyk, na którym świat zbawił.|mickiewicz
O Matko Polko! ja bym twoje dziecię|mickiewicz
Przyszłymi jego zabawkami bawił.|mickiewicz
Wcześnie mu ręce okręcaj łańcuchem,|mickiewicz
Do taczkowego każ zaprzęgać woza,|mickiewicz
By przed katowskim nie zbladnął obuchem|mickiewicz
Ani się spłonił na widok powroza;|mickiewicz
Bo on nie pójdzie, jak dawni rycerze,|mickiewicz
Utkwić zwycięski krzyż w Jeruzalemie,|mickiewicz
Albo jak świata nowego żołnierze|mickiewicz
Na wolność orać... krwią polewać ziemię.|mickiewicz
Mój cicerone! oto na pomniku|mickiewicz
Jakieś niekształtne, nieznajome imię|mickiewicz
Wędrownik skreślił na znak, że był w Rzymie...|mickiewicz
Ja chcę coś wiedzieć o tym wędrowniku.|mickiewicz
Może go wkrótce przyjmie do gospody|mickiewicz
Kłótliwa fala; może piasek niemy|mickiewicz
Zatai jego życie i przygody,|mickiewicz
I nigdy o nim nic się nie dowiemy...|mickiewicz
Ja chcę odgadnąć, co on czuł i myślił,|mickiewicz
Gdy w księdze twojej śród włoskiej krainy|mickiewicz
Za cały napis to imię wykréślił,|mickiewicz
Na drodze życia ten swój ślad jedyny.|mickiewicz
Czy drżącą ręką po długiem dumaniu,|mickiewicz
Rył go powoli, jak nagrobek w skale?|mickiewicz
Czy go odchodząc uronił niedbale,|mickiewicz
Jako samotną łzę przy pożegnaniu?...|mickiewicz
Mój cicerone! dziecinne masz lice,|mickiewicz
Lecz mądrość stara świeci nad twem czołem;|mickiewicz
Przez rzymskie bramy, groby i świątnice,|mickiewicz
Tyś przewodniczym był dla mie aniołem.|mickiewicz
Ty umiesz przejrzeć nawet w serca z głazu;|mickiewicz
Gdy błękitnemi raz rzucisz oczyma,|mickiewicz
Odgadniesz przeszłość z jednego wyrazu...|mickiewicz
Ach — ty wiesz może i przyszłość pielgrzyma!...|mickiewicz
Niemnie, domowa rzeko moja! gdzie są wody,|mickiewicz
Do których przez kwieciste skakaliśmy błonie|mickiewicz
I któreśmy czerpali w młodociane dłonie|mickiewicz
Za napój lub za kąpiel spoconej jagody?|mickiewicz
Gdzie Laura, z chlubą patrząc na cień swej urody,|mickiewicz
Lubiła włos zaplatać lub zakwiecać skronie;|mickiewicz
Gdzie lica jej malowne w srebrnym fali łonie|mickiewicz
Nieraz mąciłem łzami, zapaleniec młody.|mickiewicz
Niemnie, domowa rzeko! gdzie są tamte zdroje,|mickiewicz
A z nimi tyle szczęścia, nadziei tak wiele?|mickiewicz
Gdzie jest spokojne latek dziecinnych wesele?|mickiewicz
Gdzie słodsze burzliwego wieku niepokoje?|mickiewicz
Kędy jest moja Laura, gdzie są przyjaciele?...|mickiewicz
Wszystko przeszło — a czemuż nie przejdą łzy moje?|mickiewicz
Gdy tu mój trup w pośrodku was zasiada,|mickiewicz
W oczy zagląda wam i głośno gada,|mickiewicz
Dusza w ten czas daleka, ach, daleka,|mickiewicz
Błąka się i narzeka, ach, narzeka.|mickiewicz
Jest u mnie kraj, ojczyzna myśli mojej,|mickiewicz
I liczne mam serca mego rodzeństwo,|mickiewicz
Piękniejszy kraj niż ten, co w oczach stoi,|mickiewicz
Rodzina milsza niż całe pokrewieństwo.|mickiewicz
Tam, wpośród prac i trosk, i wśród zabawy,|mickiewicz
Uciekam ja, tam siedzę pod jodłami,|mickiewicz
Tam leżę wśród bujnej i wonnej trawy,|mickiewicz
Tam pędzę za wróblami, motylami – |mickiewicz
Tam widzę ją, jak z ganku biała stąpa,|mickiewicz
Jak ku nam w las śród łąk zielonych leci,|mickiewicz
I wpośród zbóż jak w toni wód się kąpa,|mickiewicz
I ku nam z gór jako jutrzenka świeci. Zbrodnia to niesłychana,|mickiewicz
Pani zabija pana;|mickiewicz
Zabiwszy grzebie w gaju,|mickiewicz
Na łączce przy ruczaju,|mickiewicz
Grób liliją zasiewa,|mickiewicz
Zasiewając tak śpiewa:|mickiewicz
„Rośnij kwiecie wysoko,|mickiewicz
Jak pan leży głęboko;|mickiewicz
Jak pan leży głęboko,|mickiewicz
Tak ty rośnij wysoko”.|mickiewicz
W nieczułej, ale niespokojnej dumie|mickiewicz
Usnęli mędrcy — wtem odgłos ich budzi,|mickiewicz
Że Bóg widomie objawił się w tłumie|mickiewicz
I o wieczności przemawia do ludzi:|mickiewicz
«Zabić go — rzekli — spokojność nam miesza;|mickiewicz
Lecz zabić we dnie? — obroni go rzesza.»|mickiewicz
Więc mędrcy w nocy lampy zapalali|mickiewicz
I na swych księgach ostrzyli rozumy|mickiewicz
Zimne i twarde jak miecze ze stali;|mickiewicz
I wziąwszy z sobą uczniów ślepych tłumy|mickiewicz
Szli łowić Boga — a zdrada na przedzie|mickiewicz
Prostą ich drogą, ale zgubną wiedzie.|mickiewicz
«Tyś to?» — krzyknęli na Maryi syna. —|mickiewicz
«Jam» — odpowiedział, i mędrcy pobladli:|mickiewicz
«Ty jesteś?» — «Jam jest.» — Służalców drużyna|mickiewicz
Uciekła w trwodze, mędrcy na twarz padli.|mickiewicz
Lecz widząc, że Bóg straszy, a nie karze,|mickiewicz
Wstali przelękli, więc srożsi zbrodniarze.|mickiewicz
I tajemnicze szaty z Boga zwlekli,|mickiewicz
I szyderstwami ciało jego siekli,|mickiewicz
I rozumami serce mu przebodli:|mickiewicz
A Bóg ich kocha i za nich się modli!|mickiewicz
Aż gdy do grobu duma go złożyła,|mickiewicz
Wyszedł z ich duszy, ciemnej jak mogiła.|mickiewicz
Spełnili mędrcy na Boga pogrzebie|mickiewicz
Kielich swej pychy. — Natura w rozruchu|mickiewicz
Drżała o Boga. — Lecz pokój był w niebie:|mickiewicz
Bóg żyje, tylko umarł w mędrców duchu.|mickiewicz
Nad wodą wielką i czystą|mickiewicz
Stały rzędami opoki,|mickiewicz
I woda tonią przejrzystą|mickiewicz
Odbiła twarze ich czarne;|mickiewicz
 Nad wodą wielką i czystą|mickiewicz
Przebiegły czarne obłoki|mickiewicz
I woda tonią przejrzystą|mickiewicz
Odbiła kształty ich marne;|mickiewicz
 Nad wodą wielką i czystą|mickiewicz
Błysnęło wzdłuż i grom ryknął,|mickiewicz
I woda tonią przejrzystą|mickiewicz
Odbiła światło, głos zniknął.|mickiewicz
A woda, jak dawniej czysta,|mickiewicz
Stoi wielka i przejrzysta.|mickiewicz
 Tę wodę widzę dokoła|mickiewicz
I wszystko wiernie odbijam,|mickiewicz
I dumne opoki czoła,|mickiewicz
I błyskawice pomijam.|mickiewicz
 Skałom trzeba stać i grozić,|mickiewicz
Obłokom deszcze przewozić,|mickiewicz
Błyskawicom grzmieć i ginąć,|mickiewicz
Mnie płynąć, płynąć i płynąć —|mickiewicz
Potem cała skrwawiona,|mickiewicz
Męża zbójczyni żona,|mickiewicz
Bieży przez łąki, przez knieje,|mickiewicz
I górą, i dołem, i górą;|mickiewicz
Zmrok pada, wietrzyk wieje;|mickiewicz
Ciemno, wietrzno, ponuro.|mickiewicz
Wrona gdzieniegdzie kracze|mickiewicz
I puchają puchacze.|mickiewicz
Bieży w dół do strumyka,|mickiewicz
Gdzie stary rośnie buk,|mickiewicz
Do chatki pustelnika,|mickiewicz
Stuk stuk, stuk stuk.|mickiewicz
„Kto tam?” – spadła zapora,|mickiewicz
Wychodzi starzec, świeci;|mickiewicz
Pani na kształt upiora|mickiewicz
Z krzykiem do chatki leci.|mickiewicz
„Ha! ha!” – zsiniałe usta,|mickiewicz
Oczy przewraca w słup,|mickiewicz
Drżąca, zbladła jak chusta;|mickiewicz
„Ha! mąż, ha! trup!”|mickiewicz
– Niewiasto, Pan Bóg z tobą,|mickiewicz
Co ciebie tutaj niesie,|mickiewicz
Wieczorną słotną dobą,|mickiewicz
Co robisz sama w lesie?”|mickiewicz
– „Tu za lasem, za stawem,|mickiewicz
Błyszczą mych zamków ściany,|mickiewicz
Mąż z królem Bolesławem|mickiewicz
Poszedł na Kijowiany.|mickiewicz
Lato za latem bieży,|mickiewicz
Nie masz go z bojowiska;|mickiewicz
Ja młoda śród młodzieży,|mickiewicz
A droga cnoty śliska!|mickiewicz
Nie dochowałam wiary,|mickiewicz
Ach! biada mojej głowie!|mickiewicz
Król srogie głosi kary;|mickiewicz
Powrócili mężowie.|mickiewicz
Ha! ha! mąż się nie dowie!|mickiewicz
Oto krew! oto nóż!|mickiewicz
Po nim już, po nim już!|mickiewicz
Starcze, wyznałam szczerze.|mickiewicz
Ty głoś świętymi usty,|mickiewicz
Jakie mówić pacierze,|mickiewicz
Gdzie mam iść na odpusty.|mickiewicz
Ach, pójdę aż do piekła,|mickiewicz
Zniosę bicze, pochodnie,|mickiewicz
Byleby moję zbrodnię|mickiewicz
Wieczysta noc powlekła”.|mickiewicz
– „Niewiasto –  rzecze stary –|mickiewicz
Więc ci nie żal rozboju,|mickiewicz
Ale tylko strach kary?|mickiewicz
Idźże sobie w pokoju,|mickiewicz
Rzuć bojaźń, rozjaśń lica,|mickiewicz
Wieczna twa tajemnica.|mickiewicz
Bo takie sądy boże,|mickiewicz
Iż co ty zrobisz skrycie,|mickiewicz
Mąż tylko wydać może;|mickiewicz
A mąż twój stracił życie”.|mickiewicz
Pani z wyroku rada,|mickiewicz
Jak wpadła, tak wypada;|mickiewicz
Bieży nocą do domu|mickiewicz
Nic nie mówiąc nikomu.|mickiewicz
Stoją dzieci przed bramą.|mickiewicz
„Mamo – wołają – Mamo!|mickiewicz
A gdzie został nasz tato?”|mickiewicz
– „Nieboszczyk? co? wasz tato?” –|mickiewicz
Nie wie, co mówić na to.|mickiewicz
– „Został w lesie za dworem,|mickiewicz
Powróci dziś wieczorem”.|mickiewicz
Czekają wieczór dzieci;|mickiewicz
Czekają drugi, trzeci,|mickiewicz
Czekają tydzień cały;|mickiewicz
Nareszcie zapomniały.|mickiewicz
Pani zapomnieć trudno,|mickiewicz
Nie wygnać z myśli grzechu.|mickiewicz
Zawsze na sercu nudno,|mickiewicz
Nigdy na ustach śmiechu,|mickiewicz
Nigdy snu na źrenicy!|mickiewicz
Bo często w nocnej porze|mickiewicz
Coś stuka się na dworze,|mickiewicz
Coś chodzi po świetlicy.|mickiewicz
„Dzieci – woła –  to ja to,|mickiewicz
To ja, dzieci, wasz tato!”|mickiewicz
Noc przeszła, zasnąć trudno.|mickiewicz
Nie wygnać z myśli grzechu.|mickiewicz
Zawsze na sercu nudno,|mickiewicz
Nigdy na ustach śmiechu.|mickiewicz
– „Idź, Hanko, przez dziedziniec.|mickiewicz
Słyszę tętent na moście,|mickiewicz
I kurzy się gościniec;|mickiewicz
Czy nie jadą tu goście?|mickiewicz
Idź na gościniec i w las,|mickiewicz
Czy kto nie jedzie do nas?”|mickiewicz
Jadą, jadą w tę stronę,|mickiewicz
Tuman na drodze wielki,|mickiewicz
Rżą, rżą koniki wrone,|mickiewicz
Ostre błyszczą szabelki.|mickiewicz
Jadą, jadą panowie,|mickiewicz
Nieboszczyka bratowie!|mickiewicz
– „A witajże, czy zdrowa?|mickiewicz
Witajże nam, bratowa.|mickiewicz
Gdzie brat?” – „Nieboszczyk brat,|mickiewicz
Już pożegnał ten świat”.|mickiewicz
–  „Kiedy?” – „Dawno, rok minął,|mickiewicz
Umarł... na wojnie zginął”.|mickiewicz
– „To kłamstwo, bądź spokojna!|mickiewicz
Już skończyła się wojna;|mickiewicz
Brat zdrowy i ochoczy,|mickiewicz
Ujrzysz go na twe oczy”.|mickiewicz
Pani ze strachu zbladła,|mickiewicz
Zemdlała i upadła,|mickiewicz
Oczy przewraca w słup,|mickiewicz
Z trwogą dokoła rzuca.|mickiewicz
–  „Gdzie on? gdzie mąż? gdzie trup?”|mickiewicz
Powoli się ocuca;|mickiewicz
Mdlała niby z radości|mickiewicz
I pytała u gości:|mickiewicz
„Gdzie mąż, gdzie me kochanie,|mickiewicz
Kiedy przede mną stanie?”|mickiewicz
–  „Powracał razem z nami,|mickiewicz
Lecz przodem chciał pośpieszyć,|mickiewicz
Nas przyjąć z rycerzami|mickiewicz
I twoje łzy pocieszyć.|mickiewicz
Dziś, jutro pewnie będzie,|mickiewicz
Pewnie kędyś w obłędzie|mickiewicz
Ubite minął szlaki.|mickiewicz
Zaczekajmy dzień jaki,|mickiewicz
Poszlemy szukać wszędzie,|mickiewicz
Dziś, jutro pewnie będzie”.|mickiewicz
Posłali wszędzie sługi,|mickiewicz
Czekali dzień i drugi,|mickiewicz
Gdy nic nie doczekali,|mickiewicz
Z płaczem chcą jechać daléj.|mickiewicz
Zachodzi drogę pani:|mickiewicz
–  „Bracia moi kochani,|mickiewicz
Jesień zła do podróży,|mickiewicz
Wiatry, słoty i deszcze.|mickiewicz
Wszak czekaliście dłużéj,|mickiewicz
Czekajcie trochę jeszcze”.|mickiewicz
Czekają. Przeszła zima,|mickiewicz
Brata nié ma i nié ma.|mickiewicz
Czekają; myślą sobie:|mickiewicz
Może powróci z wiosną?|mickiewicz
A on już leży w grobie,|mickiewicz
A nad nim kwiatki rosną,|mickiewicz
A rosną tak wysoko,|mickiewicz
Jak on leży głęboko.|mickiewicz
I wiosnę przeczekali,|mickiewicz
I już nie jadą daléj.|mickiewicz
Do smaku im gospoda,|mickiewicz
Bo gospodyni młoda;|mickiewicz
Że chcą jechać, udają,|mickiewicz
A tymczasem czekają;|mickiewicz
Czekają aż do lata,|mickiewicz
Zapominają brata.|mickiewicz
Do smaku im gospoda|mickiewicz
I gospodyni młoda.|mickiewicz
Jak dwaj u niej gościli,|mickiewicz
Tak ją dwaj polubili.|mickiewicz
Obu nadzieja łechce,|mickiewicz
Obadwaj zjęci trwogą,|mickiewicz
Żyć bez niej żaden nie chce,|mickiewicz
Żyć z nią obaj nie mogą.|mickiewicz
Wreszcie na jedno zdani,|mickiewicz
Idą razem do pani.|mickiewicz
– „Słuchaj, pani bratowo,|mickiewicz
Przyjm dobrze nasze słowo.|mickiewicz
My tu próżno siedzimy,|mickiewicz
Brata nie zobaczymy.|mickiewicz
Ty jeszcze jesteś młoda,|mickiewicz
Młodości twojej szkoda.|mickiewicz
Nie wiąż dla siebie świata,|mickiewicz
Wybierz brata za brata”.|mickiewicz
To rzekli i stanęli,|mickiewicz
Gniew ich i zazdrość piecze,|mickiewicz
Ten, to ów okiem strzeli,|mickiewicz
Ten, to ów słówko rzecze;|mickiewicz
Usta sine przycięli,|mickiewicz
W ręku ściskają miecze.|mickiewicz
Pani ich widzi w gniewie,|mickiewicz
Co mówić, sama nie wie.|mickiewicz
Prosi o chwilkę czasu,|mickiewicz
Bieży zaraz do lasu.|mickiewicz
Bieży w dół do strumyka,|mickiewicz
Gdzie stary rośnie buk,|mickiewicz
Do chatki pustelnika,|mickiewicz
Stuk stuk, stuk stuk!|mickiewicz
Całą mu rzecz wykłada,|mickiewicz
Pyta się, co za rada?|mickiewicz
„Ach, jak pogodzić braci?|mickiewicz
Chcą mojej ręki oba?|mickiewicz
Ten i ten się podoba:|mickiewicz
Lecz kto weźmie? kto straci?|mickiewicz
Ja mam maleńkie dziatki,|mickiewicz
I wioski, i dostatki,|mickiewicz
Dostatek się zmitręża,|mickiewicz
Gdy zostałam bez męża.|mickiewicz
Lecz, ach! nie dla mnie szczęście!|mickiewicz
Nie dla mnie już zamęście!|mickiewicz
Boża nade mną kara,|mickiewicz
Ściga mnie nocna mara,|mickiewicz
Zaledwie przymknę oczy,|mickiewicz
Traf, traf, klamka odskoczy;|mickiewicz
Budzę się, widzę, słyszę,|mickiewicz
Jak idzie i jak dysze,|mickiewicz
Jak dysze i jak tupa,|mickiewicz
Ach, widzę, słyszę trupa!|mickiewicz
Skrzyp, skrzyp, i już nad łożem|mickiewicz
Skrwawionym sięga nożem,|mickiewicz
I iskry z gęby sypie,|mickiewicz
I ciągnie mię, i szczypie.|mickiewicz
Ach, dosyć, dosyć strachu,|mickiewicz
Nie siedzieć mnie w tym gmachu,|mickiewicz
Nie dla mnie świat i szczęście,|mickiewicz
Nie dla mnie już zamęście!”|mickiewicz
„Córko –  rzecze jej stary –|mickiewicz
Nie masz zbrodni bez kary.|mickiewicz
Lecz jeśli szczera skrucha,|mickiewicz
Zbrodniarzów Pan Bóg słucha.|mickiewicz
Znam ja tajnie wyroku,|mickiewicz
Miłą ci rzecz obwieszczę;|mickiewicz
Choć mąż zginął od roku,|mickiewicz
Ja go wskrzeszę dziś jeszcze”.|mickiewicz
–  „Co, co? jak, jak? mój ojcze!|mickiewicz
Nie czas już, ach, nie czas!|mickiewicz
To żelazo zabojcze|mickiewicz
Na wieki dzieli nas!|mickiewicz
Ach, znam, żem warta kary,|mickiewicz
I zniosę wszelkie kary,|mickiewicz
Byle się pozbyć mary.|mickiewicz
Zrzekę się mego zbioru|mickiewicz
I pójdę do klasztoru,|mickiewicz
I pójdę w ciemny las.|mickiewicz
Nie, nie wskrzeszaj, mój ojcze!|mickiewicz
Nie czas już, ach, nie czas,|mickiewicz
To żelazo zabojcze|mickiewicz
Na wieki dzieli nas!”|mickiewicz
Starzec westchnął głęboko|mickiewicz
I łzami zalał oko,|mickiewicz
Oblicze skrył w zasłonie,|mickiewicz
Drżące załamał dłonie.|mickiewicz
–  „Idź za mąż, póki pora,|mickiewicz
Nie lękaj się upiora.|mickiewicz
Martwy się nie ocuci,|mickiewicz
Twarda wieczności brama;|mickiewicz
I mąż twój nie powróci,|mickiewicz
Chyba zawołasz sama”.|mickiewicz
–  „Lecz jak pogodzić braci?|mickiewicz
Kto weźmie, a kto straci?”|mickiewicz
–  „Najlepsza będzie droga|mickiewicz
Zdać się na los i Boga.|mickiewicz
Niechajże z ranną rosą|mickiewicz
Pójdą i kwiecie zniosą.|mickiewicz
Niech każdy weźmie kwiecie|mickiewicz
I wianek tobie splecie,|mickiewicz
I niechaj doda znaki,|mickiewicz
Żeby poznać, czyj jaki,|mickiewicz
I pójdzie w kościoł boży,|mickiewicz
I na ołtarzu złoży.|mickiewicz
Czyj pierwszy weźmiesz wianek,|mickiewicz
Ten mąż twój, ten kochanek”.|mickiewicz
Pani z przestrogi rada,|mickiewicz
Już do małżeństwa skora,|mickiewicz
Nie boi się upiora;|mickiewicz
Bo w myśli swej układa|mickiewicz
Nigdy w żadnej potrzebie|mickiewicz
Nie wołać go do siebie.|mickiewicz
I z tych układów rada,|mickiewicz
Jak wpadła, tak wypada.|mickiewicz
Bieży prosto do domu|mickiewicz
Nic nie mówiąc nikomu.|mickiewicz
Bieży przez łąki, przez gaje,|mickiewicz
I bieży, i staje,|mickiewicz
I staje, i myśli, i słucha:|mickiewicz
Zda się, że ją ktoś goni|mickiewicz
I że coś szepce do niéj,|mickiewicz
Wokoło ciemność głucha:|mickiewicz
–  „To ja, twój mąż, twój mąż!”|mickiewicz
I staje, i myśli, i słucha,|mickiewicz
Słucha, zrywa się, bieży,|mickiewicz
Włos się na głowie jeży,|mickiewicz
W tył obejrzeć się lęka,|mickiewicz
Coś wciąż po krzakach stęka,|mickiewicz
Echo powtarza wciąż:|mickiewicz
„To ja, twój mąż, twój mąż!”|mickiewicz
Lecz zbliża się niedziela,|mickiewicz
Zbliża się czas wesela.|mickiewicz
Zaledwie słońce wschodzi,|mickiewicz
Wybiegają dwaj młodzi.|mickiewicz
Pani, śród dziewic grona|mickiewicz
Do ślubu prowadzona,|mickiewicz
Wystąpi śród kościoła|mickiewicz
I bierze pierwszy wianek,|mickiewicz
Obnosi go dokoła:|mickiewicz
„Oto w wieńcu lilije,|mickiewicz
Ach, czyjeż to są, czyje?|mickiewicz
Kto mój mąż, kto kochanek?”|mickiewicz
Wybiega starszy brat,|mickiewicz
Radość na licach płonie,|mickiewicz
Skacze i klaszcze w dłonie:|mickiewicz
„Tyś moja, mój to kwiat!|mickiewicz
Między liliji kręgi|mickiewicz
Uplotłem wstążek zwój,|mickiewicz
To znak, to moje wstęgi!|mickiewicz
To mój, to mój, to mój!”|mickiewicz
–  „Kłamstwo! – drugi zawoła –|mickiewicz
Wyjdźcie tylko z kościoła,|mickiewicz
Miejsce widzieć możecie,|mickiewicz
Kędy rwałem to kwiecie.|mickiewicz
Rwałem na łączce w gaju,|mickiewicz
Na grobie przy ruczaju,|mickiewicz
Okażę grób i zdrój,|mickiewicz
To mój, to mój, to mój!”|mickiewicz
Kłócą się źli młodzieńce,|mickiewicz
Ten mówi, ten zaprzecza;|mickiewicz
Dobyli z pochew miecza;|mickiewicz
Wszczyna się srogi bój,|mickiewicz
Szarpią do siebie wieńce:|mickiewicz
„To mój, to mój, to mój!”|mickiewicz
Wtem drzwi kościoła trzasły,|mickiewicz
Wiatr zawiał, świece zgasły,|mickiewicz
Wchodzi osoba w bieli,|mickiewicz
Znany chód, znana zbroja,|mickiewicz
Staje, wszyscy zadrżeli,|mickiewicz
Staje, patrzy ukosem,|mickiewicz
Podziemnym woła głosem:|mickiewicz
„Mój wieniec i ty moja!|mickiewicz
Kwiat na mym rwany grobie,|mickiewicz
Mnie, księże, stułą wiąż;|mickiewicz
Zła żono, biada tobie!|mickiewicz
To ja, twój mąż, twój mąż!|mickiewicz
Źli bracia, biada obu!|mickiewicz
Z mego rwaliście grobu,|mickiewicz
Zawieście krwawy bój.|mickiewicz
To ja, twój mąż, wasz brat,|mickiewicz
Wy moi, wieniec mój,|mickiewicz
Dalej na tamten świat!”|mickiewicz
Wstrzęsła się cerkwi posada,|mickiewicz
Z zrębu wysuwa się zrąb,|mickiewicz
Sklep trzeszczy, głąb zapada,|mickiewicz
Cerkiew zapada w głąb.|mickiewicz
Ziemia ją z wierzchu kryje,|mickiewicz
Na niej rosną lilije,|mickiewicz
A rosną tak wysoko,|mickiewicz
Jak pan leżał głęboko.|mickiewicz
Wyzwanie przyszle mu szpieg nieznajomy,|mickiewicz
Walkę z nim stoczy sąd krzywoprzysiężny,|mickiewicz
A placem boju będzie dół kryjomy,|mickiewicz
A wyrok o nim wyda wróg potężny.|mickiewicz
Zwyciężonemu za pomnik grobowy|mickiewicz
Zostaną sucha drewna szubienicy,|mickiewicz
Za całą sławę krótki płacz kobiécy|mickiewicz
I długie nocne rodaków rozmowy.|mickiewicz
Bez serc, bez ducha, to szkieletów ludy;|mickiewicz
Młodości! dodaj mi skrzydła!|mickiewicz
Niech nad martwym wzlecę światem|mickiewicz
W rajską dziedzinę ułudy: Kędy zapał tworzy cudy,|mickiewicz
Nowości potrząsa kwiatem I obleka w nadziei złote malowidła.|mickiewicz
Niechaj, kogo wiek zamroczy,|mickiewicz
Chyląc ku ziemi poradlone czoło,|mickiewicz
Takie widzi świata koło,|mickiewicz
Jakie tępymi zakreśla oczy.|mickiewicz
Młodości! ty nad poziomy|mickiewicz
Wylatuj, a okiem słońca|mickiewicz
Ludzkości całe ogromy|mickiewicz
Przeniknij z końca do końca.|mickiewicz
Patrz na dół - kędy wieczna mgła zaciemia|mickiewicz
Obszar gnuśności zalany odmętem;|mickiewicz
To ziemia!|mickiewicz
Patrz. jak nad jej wody trupie|mickiewicz
Wzbił się jakiś płaz w skorupie.|mickiewicz
Sam sobie sterem, żeglarzem, okrętem;|mickiewicz
Goniąc za żywiołkami drobniejszego płazu,|mickiewicz
To się wzbija, to w głąb wali;|mickiewicz
Nie lgnie do niego fala, ani on do fali;|mickiewicz
A wtem jak bańka prysnął o szmat głazu.|mickiewicz
Nikt nie znał jego życia, nie zna jego zguby:|mickiewicz
To samoluby!|mickiewicz
Młodości! tobie nektar żywota|mickiewicz
Natenczas słodki, gdy z innymi dzielę:|mickiewicz
Serca niebieskie poi wesele,|mickiewicz
Kiedy je razem nić powiąże złota.|mickiewicz
Razem, młodzi przyjaciele!...|mickiewicz
W szczęściu wszystkiego są wszystkich cele;|mickiewicz
Jednością silni, rozumni szałem,|mickiewicz
Razem, młodzi przyjaciele!...|mickiewicz
I ten szczęśliwy, kto padł wśród zawodu,|mickiewicz
Jeżeli poległym ciałem|mickiewicz
Dał innym szczebel do sławy grodu.|mickiewicz
